Artikelnummer 2	Artikelnummer	Bezeichung	Bezeichung 2	Lagerbestand	Gewicht	Preis (inkl. MWSt)	Preis (exkl. MWSt)	WWW-Link	Webtext	Webtext 2	Herstellernummer	Hersteller	MWST Satz	Endkundenpreis	Garantie (Monate)	Erfassungsdatum	Kategorie 1	Kategorie 2	Kategorie 3	Kategorie	EAN-Code	Lieferdatum	Ausverkaufsartikel	Discountpreis
10927	ZTOFL BR TN-04M	Toner magenta zu Brother HL2700CN,	TN-04M, 6600 Seiten @5% Deckung	5	1.14	214.7	199.54	http://www.brother.ch/products/welcome.cfm?prod_art=TN%2D04M	Toner Brother TN-04M magenta, zu HL2700CN, 6600 Seiten @5% Deckung		TN04M	Brother	7.6	279	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766618977	sofort	Nein	225.4
10928	ZTOFL BR TN-04Y	Toner yellow zu Brother HL2700CN,	TN-04Y, 6600 Seiten @5% Deckung	4	1.14	214.7	199.54	http://www.brother.ch/products/welcome.cfm?prod_art=TN%2D04Y	Toner Brother TN-04Y gelb, zu HL2700C, 6600 Seiten @5% Deckung		TN04Y	Brother	7.6	279	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766618984	sofort	Nein	225.4
10929	ZTOFL OKI 5000DR CY	Bildtrommel cyan zu OKI 5100/5200/5300/5400	17'000 Seiten, 42126607	2	1.41	146.25	135.92	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=231	OKI  Bildtrommel 42126607 cyan, zu OKI 5100/5200/5300/5400, 17'000 Seiten		42126607	OKI	7.6	199	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713924999	sofort	Nein	159.55
10930	ZTOFL OKI 5000DR MA	Bildtrommel magenta zu OKI 5100/5200/5300	5400, 17'000 Seiten, 42126606	2	1.4	146.25	135.92	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=232	OKI  Bildtrommel 42126606 magenta, zu OKI 5100/5200/5300/5400, 17'000 Seiten		42126606	OKI	7.6	199	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713924982	sofort	Nein	159.55
10931	ZTOFL OKI 5000DR YE	Bildtrommel gelb zu OKI 5100/5200/5300/5400	17'000 Seiten, 42126605	3	1.4	146.25	135.92	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=233	OKI  Bildtrommel 42126605 gelb, zu OKI 5100/5200/5300/5400, 17'000 Seiten @5%Deckung		42126605	OKI	7.6	199	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713924975	sofort	Nein	159.55
10932	ZTOFL OKI 5000DR SW	Bildtrommel schwarz zu OKI 5100/5200/5300	5400,17'000 Seiten, 42126608	5	1.4	126.7	117.75	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=230	OKI  Bildtrommel 42126608 schwarz, zu OKI 5100/5200/5300/5400, 17'000 Seiten		42126608	OKI	7.6	169	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925002	sofort	Nein	138.35
11002	G19 ZU TRI M6SET 50	Montageset, 50xM6 Schrauben und Muttern	zu 19" Serverschrank	116	0.4	20.15	18.73	http://www.digital-data.de/german/products/index.php?lan=4&IDT=770&IDU=4403&NID=1&NID2=7	Schrauben, KäfigMuttern 50Stk., Montageset zur Befestigung verschiedener Zubehörkomponenten		RAX-MO-X03-X1	Triton	7.6	36	12	27.04.07	Netzwerk/Server	19"/10"-Schränke/-Zubehör	19" Zubehör	Server und Zubehör	8595105035672	sofort	Nein	29.35
11011	LA BRO HL6050	Brother HL-6050, A4, 24 Seiten/Min, 32MB	1200x1200 dpi, USB2.0/Parallel, 500 Blatt	1	23.91	669.1	621.84	http://www.brother.ch/products/welcome.cfm?prod_art=HL-6050	Brother HL-6050, A4, 24 Seiten/Min, 32MB, 1200x1200 dpi, USB2.0/Parallel, 500-Blatt-Papierzuführung	100 Blatt mit Einzugspriorität, Postscript Level-3 und PCL-6	HL-6050	Brother	7.6	761.15	12	21.03.07	Büromaterial/-bedarf	Drucker/Papier/Folien	S/W Laserdrucker	Printer Laser	4977766623018	sofort	Nein	690.1
11104	DKA NI EN-EL3	Nikon Lithium-Ionen-Akku EN-EL3E, 1500 mAh	für D700/D90/D300s/D200/D80/D70s/D70	7	0.1	65.35	60.73	http://www.nikon.ch/product/de_CH/products/broad/782/overview.html	Nikon Lithium-Ionen-Akku EN-EL3E, 1500 mAh, für D700/D90/D300s/D300/D200/D80/D70s/D70,	ca. 1800 Aufnahmen möglich, ohne Memory-Effekt	VAW13403	Nikon	7.6	80.35	12	24.03.07	Unterhaltungselektronik	Foto/Video	Digitalkameras	Digitalkamera Zubehör	4960759121493	sofort	Nein	72.7
11334	ZTO OKI 6000BL	Toner  schwarz  zu OKI  B6100	15000 Seiten bei 5% Deckung	2	2.16	313.15	291.03	http://www.oki.ch/fcgi-bin/public.fcgi?fr=mm&pid=44&prodlink=1&prid=409&cid=136&chid=1	Oki Toner schwarz zu B6100N, 15000 Seiten bei 5% Deckung		09004058	OKI	7.6	410.95	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925200	sofort	Nein	343
11375	SMA KH SEN HS CC 530	Sennheiser Call Center Headset CC 530	200-4.500 Hz, 112 dB, 250 ohm, 0,8m	5	0.27	206.3	191.73	http://www.sennheisercommunications.com/comm/icm_eng.nsf/root/products_call_centre_cc500_05359	Sennheiser CC 530, Call Center Headset, 112dB, einseitiges Headset m.Schläfenstütze o.Clip,	Übertragungsbereich 200-4500 Hz, Kennschalldruckpegel 112dB Mic mit Ultranoise Canceling und 2 kOhm Impendanz	CC530	Sennheiser	7.6	269	24	26.04.04	PC-Peripherie (Zubehör)	Eingabegeräte	Headsets für Tel./PC	Sound / Midi / Audio	4012418053598	sofort	Nein	239.65
11377	SMA KH SEN HS CC 540	Sennheiser Call Center Headset CC 540	200-4.500 Hz, 112 dB,250 ohm , 0,8m	16	0.37	203.85	189.45	http://www.sennheiser.com/sennheiser/home_de.nsf/root/professional_headphones-headsets_call-center-headsets_005360	Sennheiser CC 540, Call Center Headset,  200-4500 Hz, 112dB, beidseitiges Kopfbügel-headset,	Übertragungsbereich 200-4500 Hz, Kennschalldruckpegel 112dB Mic mit Ultranoise Canceling und 2 kOhm Impendanz	CC540	Sennheiser	7.6	259	24	26.04.04	PC-Peripherie (Zubehör)	Eingabegeräte	Headsets für Tel./PC	Sound / Midi / Audio	4012418053604	sofort	Nein	236.9
11384	SMA KH SEN CSTD 01	Sennheiser CSTD 01 Spiralanschlusskabel	Wird benötigt zu Sennheiser-Headset	7	0.03	30.25	28.11	http://www.senncom.com	Sennheiser CSTD 01, Standard Spiralanschlusskabel, easyDisconnect mit Modularstecker zu CC530/540,	Wird benötigt zu Sennheiser-Headset CC 540 u. CC 530	CSTD01	Sennheiser	7.6	44	24	26.04.04	PC-Peripherie (Zubehör)	Eingabegeräte	Headsets für Tel./PC	Sound / Midi / Audio	4012418053628	sofort	Nein	38.4
11408	GEM RT KALTLI 2X RT	Revoltec Twin-Kaltlichtkathode rot,8.9Watt	12V, Länge ca. 31.1cm, Durchmesser ca. 1cm	34	0.16	8.9	8.27	http://www.revoltec.net/revoltec.net/index.php?StoryID=7&ArticleID=157	Revoltec Twin-Kaltlichtkathode Set rot, 12V,8.9Watt, Länge ca. 31.1 cm, Durchmesser ca. 1 cm		RM025	Revoltec	7.6	16.9	24	27.04.07	PCs und Komponenten	Gehäuse/PC-Netzteile	Gehäuse-/Montagezubehör	Gehäuse Zubehör	4260048810184	sofort	Nein	11.4
11425	TI EP STYLUS PH R800	Epson Stylus Photo R800 A4, 5760x1440 dpi	USB2.0/FiWire. 17 S/Min sw, 15 S/Min farbig	2	10.27	426.35	396.24	http://www.epson.ch/product/printer/epson_stylus_photo_r800/	Epson Stylus Photo R800, A4, 5760x1440 dpi. 8 Seite/Min. farbig, 17 Seiten/Min. schwarz-weiss,	USB 2.0/FireWire	C11C550024	Epson	7.6	472.75	12	16.04.04	PCs und Komponenten	Drives und Medien	CD/DVD Beschriftung	Printer Ink	8715946198927	sofort	Nein	441.85
11438	RAM KI DDR KVR266X72RC25L/1G	Kingston Memory DDR 1GB, PC-2100	CL2.5, ECC, Registered, Lifetime Warranty	1	0.04	53.8	50	http://www.ec.kingston.com/ecom/configurator_new/PartsInfo.asp?root=de&LinkBack=http://www.kingston.com/deroot&ktcpartno=KVR266X72RC25L/1G	Kingston Memory DDR 1GB PC-2100 ECC Registered LP, 266MHz, Low Profile CL2.5, 184Pin	Lifetime Warranty, Vorsicht!!! Läuft nicht in allen Mainboards!! Diese Memorys funktionieren nur in Servermainboards	KVR266X72RC25L/1G	Kingston	7.6	92	120	14.04.04	Netzwerk/Server	Server	Server Komponenten	RAM		sofort	Nein	55
11547	ZTI LEX 10N0026	Tintenpatrone 10N0026E farbig	280 Seiten für Z13/Z23/Z33	2	0.04	38.05	35.36	http://www.lexmark.ch/lexmark/site/home/0,6932,247657_0_0_de,00.html	Lexmark Tintenpatrone 10N0026E / Nr. 26 farbig, 280 Seiten, zu  Z13, Z23, Z33, Z34, Z35		10N0026E	Lexmark	7.6	47	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	40.8
11593	SMA SK M-A DELTA 2496	M-Audio Delta Audiophile 2496	2Kanal-in/out, S/PDIF	4	0.3	112.4	104.46	http://de.m-audio.com/products/de_de/Audiophile2496-main.html	M-Audio Delta Audiophile 2496, 24Bit/96kHz, 2in/2out, koaxiale Schnittstelle für S/PDIF,Midi in/out,	Qualitativ hochstehendes HD-recording möglich mit 24Bit / 96kHzTechologie	audiophile 2496	M-Audio	7.6	129	12	29.04.04	PCs und Komponenten	Soundkarten	PCI	Sound / Midi / Audio		sofort	Nein	122.8
11629	GEP CC 6C28BS-UG ONT	Compucase Midit. black/silver ohne NT	4x5,25", 1x3.5" extern, 4x3,5"intern	174	7	60.8	56.51	http://www.compucase.de	Compucase Miditower, silber-schwarz, ohne Netzteil, mit air guide für CPU	USB 2.0 Frontblende, 4 x 5.25", 1 x 3.5" extern, 5 x 3.5"intern	6C28BS-UG	Compucase	7.6	82	24	01.07.04	PCs und Komponenten	Gehäuse/PC-Netzteile	PC Geh. nach Bauform	Gehäuse	7613081000024	sofort	Nein	74.65
11635	ZTO HP Q2624A	Toner Q2624A, HP Laserjet 1150	2.500 Seiten @5% Deckung	4	1.14	81.8	76.02	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP Q2624A schwarz, 2500 Seiten, zu HP- Laserjet 1150		Q2624A	HP	7.6	109	12	17.05.04	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	84.7
11746	NWK LO FCS-1010	LevelOne IP Kamera FCS-1010, LAN	bis 640x480, CCD, Audio, Pan/Tilt	1	1.22	331	307.62	http://www.level-one.de/levelone.php?page=prod&cat=7004&model=FCS-1010	LevelOne IP Kamera FCS-1010, LAN, Pan/Tilt, bis 640x480, MPEG4, Audio, CCD-Sensor,	4x digital Zoom, Webserver integriert, Übertragung Audio+Video, drehen (Pan): 270ø, heben/senken (Tilt): 135ø	571010	LevelOne	7.6	399	24	25.05.04	Netzwerk/Server	Netzwerk-Peripherie	Netzwerkkameras	Sicherheitstechnik	4015867115169	sofort	Ja	352
11758	MONT SST 5.25"EINB S	Floppy od. ZIP Einbaurahmen 5.25" silber	Alu Frontblende mit Stahlträger	-1	0.33	25.6	23.79	http://www.silverstonetek.com/products/p_contents.php?pno=fp51&area=de	Floppy od. ZIP Einbaurahmen 5 1/4', Alu Frontblende mit Stahlträger silber		SST-FP51S	SilverStone	7.6	37	12	25.05.04	PCs und Komponenten	Gehäuse/PC-Netzteile	Gehäuse-/Montagezubehör	Gehäuse Zubehör	4710713960244	unbekannt	Nein	29.45
11778	NO TO ZU GA GARANTIE+2JP	Zusatzgarantie Toshiba + 2 Jahre P&R	auf 3 Jahre Pick Up & Return	-5	0.15	219.15	203.67	http://ch.computers.toshiba-europe.com/cgi-bin/ToshibaCSG/individual_services_page.jsp?LNG=8&service=CH&ACTION=SHOW_ATTRIBUTES&selCategory=60925&oldCategory=60925&matchingId=&OPTION_ID=109882	Garantieverlängerung auf total 3 Jahre Pick Up & Return,	Für alle Satellite, Satellite Pro, Tecra und Qosmio Modelle (Bestellung nur innert 30 Tagen möglich) für CH & FL	SE5353CH-P	Toshiba	7.6	259	12	25.05.04	PCs und Komponenten	Notebooks/Tablet PCs	Zubehör	Notebook Zubehör	4026203267428	12.11.10	Nein	236.6
11848	GEP CM CENTURION5 SL	Cooler Master Midi T. Centurion5 silb. o.NT	Alu Front 5x5.25Ë, 1x3.5Ë ext,4x3.5Ëint	118	9.2	72.05	66.96	http://www.coolermaster-europe.com/index.php?LT=germany&Language_s=3&url_place=product&p_serial=CAC-T05&other_title=CAC-T05Centurion%205	Cooler Master Midi Tower Centurion 5 silber, Alu-Front,ohne NT, 5x5.25",1x3.5" extern, 4x3.5" intern	ATX, 1x80mm Lüfter Front, 1x120mm Lüfter Rückseite	CAC-T05-UW-GP	Cooler Master	7.6	92	24	23.08.04	PCs und Komponenten	Gehäuse/PC-Netzteile	PC Geh. nach Bauform	Gehäuse	4719512001127	sofort	Ja	75.85
11879	BEZ INFOC LAMPE LP70+	Lampe zu DLP-Projektor InFocus LP70+	SP-LAMP-003	1	0.82	582	540.89	http://www.infocus.ch	Lampe zu DLP-Projektor InFocus LP70+, LP70 / M2 / M2+, Lebensdauer bis zu 3000 Stunden	SP-LAMP-003	SP-LAMP-003	InFocus	7.6	679	12	28.06.04	Unterhaltungselektronik	Projektoren/Beamer	Ersatzlampen	Beamerzubehör		sofort	Nein	607
11882	BEZ INFOC LAMPE LP540	Lampe zu LCD-Projektor InFocus LP540/LP640	SP5000, SP-LAMP-017	3	0.54	648	602.23	http://www.infocus.ch	Lampe zu LCD-Projektor InFocus LP540,  LP640 / ASK Proxima C160 /180/SP5000	SP-LAMP-017, Lebensdauer bis zu 2000 Stunden	SP-LAMP-017	InFocus	7.6	759	12	28.06.04	Unterhaltungselektronik	Projektoren/Beamer	Ersatzlampen	Beamerzubehör		sofort	Nein	675
11889	GEP CM CENTURION5 BL	Cooler Master Midi T. Centurion5 blau, o.NT	Alu Front 5x5.25", 1x3.5" ext, 3x3.5 " int	30	9.65	76.55	71.14	http://www.coolermaster-europe.com/index.php?LT=germany&Language_s=3&url_place=product&p_serial=CAC-T05&other_title=+CAC-T05+Centurion%205	Cooler Master Midi Tower Centurion 5 blau, Alu-Front, ohne NT, 5x5,25", 1x3.5" extern, 4x3,5" intern	ATX, 1x80mm Lüfter Front, 1x120mm Lüfter Rückseite	CAC-T05-UB-GP	Cooler Master	7.6	97	24	23.08.04	PCs und Komponenten	Gehäuse/PC-Netzteile	PC Geh. nach Bauform	Gehäuse	4719512001042	sofort	Ja	80.5
11896	SW LO KVM-9005 CAT5 EXTENDER	LevelOne KVM-9005: Cat.5 KVM-Extender	PS/2, VGA, 1280x1024, bis 150m	8	1.38	202.15	187.87	http://www.level-one.de/levelone.php?page=prod&cat=7017&model=KVM-9005	LevelOne KVM-9005: Cat.5 KVM-Extender, PS/2, VGA, 1280x1024, bis 150m über Cat.5/6 Kabel	Tastatur und Maus Verlängerung (PS/2) und VGA über Ethernet Kabel der Klasse 5 oder 6 (RJ45). Sender und Empfänger im Lieferumfang enthalten.	590005	LevelOne	7.6	249	24	16.09.06	Netzwerk/Server	Netzwerk-Peripherie	Cat5- / IP-Extender	Switchboxen	4015867112885	sofort	Nein	217
11915	DKA CS NP-40	Casio Lithium-Ionen-Akku NP-40, 1230 mAh /	3,7 Volt, für EX-Z450/Z400/Z300/Z200/Z100	3	0.06	62.85	58.41	http://www.casio-europe.com/de/exilim/accessories/exilimzoom/	Casio Lithium-Ionen-Akku NP-40, 1230 mAh / 3,7 Volt,	für EX-Z450/Z400/Z300/Z200/Z100/Z1200/Z1080/Z600/Z55/Z50/Z40/Z30/P700/P600	NP-40	Casio	7.6	83.45	12	13.08.04	Unterhaltungselektronik	Foto/Video	Digitalkameras	Digitalkamera Zubehör	4971850683582	sofort	Nein	73.05
11929	NT SST 300W ST30NF	Netzteil SilverStone, 300W lüfterlos ATX	2x SATA	7	3.5	163.4	151.86	http://www.silverstonetek.com/products/p_contents.php?pno=st30nf&area=de	Netzteil SilverStone, 300W lüfterlos gekühlt, ATX, 2xSATA		SST-ST30NF	SilverStone	7.6	209	24	02.07.04	PCs und Komponenten	Gehäuse/PC-Netzteile	PC-Netzteile	Netzteile	4710713960398	sofort	Nein	190
11930	GEZ SST FP52 BLACK	SilverStone Lüftercontroller	blaues Display, 5.25", Black Color	6	0.4	47.55	44.19	http://www.silverstonetek.de/products-fp52.htm	SilverStone Lüftercontroller, blaues Display, 5.25", Black Color		SST-FP52B	SilverStone	7.6	66	12	02.07.04	PCs und Komponenten	CPU	CPU-Kühlung	Gehäuse Zubehör	4710713960299	sofort	Nein	53.75
11931	GEZ SST FP52 SILVER	SilverStone Lüftercontroller	blaues Display, 5.25", silver Color	3	0.4	47.55	44.19	http://www.silverstonetek.com/products/p_contents.php?pno=fp52&area=de	SilverStone Lüftercontroller, blaues Display, 5.25", silver Color		SST-FP52S	SilverStone	7.6	66	12	02.07.04	PCs und Komponenten	CPU	CPU-Kühlung	Gehäuse Zubehör	4710713960237	sofort	Nein	53.75
11949	BEZ INFOC DECKENHALT	InFocus Deckenhalterung	Zu: X2, LP540/640	5	1.77	252.25	234.43	http://www.infocus.ch	InFocus Deckenhalterung, zu folgenden Infocus Beamern: X1,X2, LP240/250, LP500/530, LP540/640, LP650	LP600, LP690, LP790, LP820, Länge ca. 10cm	SP-CEIL-UNIV	InFocus	7.6	309	12	28.06.04	Unterhaltungselektronik	Projektoren/Beamer	Halterungen	Beamerzubehör		sofort	Nein	266.3
11984	KA USB MINI 01.8M A-MINIB GR	USB-mini-Kabel 1.8m A-MiniB,USB 2.0	für Digitalcameras und externe 2,5" HDDs	185	0.2	6.05	5.62	http://www.equip-info.de/equipgerman/index.php?page=search&&series=&kat=&id=2219&search=128521	USB-Mini-Kabel 1.8m A-MiniB, USB 2.0, schwarz	für Digitalcameras und externe 2,5" HDDs und Geräten mit Mini5Pin Anschluss(MiniB)	128521	equip	7.6	17.9	24	30.06.04	PCs und Komponenten	Kabel/Adapter	Computerkabel	Kabel, Adapter, Zubehör	4015867107829	sofort	Nein	8.95
12039	RAM KI D2 KVR533D2N4/256	Kingston Memory DDR2 256MB, PC2-4300	533MHz, CL4, Non-ECC, 240 PIN	7	0.04	11.55	10.73	http://www.ec.kingston.com/ecom/configurator_new/PartsInfo.asp?root=de&LinkBack=http://www.kingston.com/deroot&ktcpartno=KVR533D2N4/256	Kingston Memory DDR2  256MB PC2-4300, 533MHz, CL4,Non-ECC, 240Pin	Lifetime Warranty	KVR533D2N4/256	Kingston	7.6	20.9	120	19.07.04	PCs und Komponenten	Memory/RAM	DDR2- Standard	RAM		sofort	Ja	14.65
12041	RAM KI D2R KVR533D2N4/1G	Kingston Memory DDR2 1GB, PC2-4300	533MHz, CL4, Non-ECC, 240 PIN	78	0.04	23.5	21.84	http://www.ec.kingston.com/ecom/configurator_new/PartsInfo.asp?root=de&LinkBack=http://www.kingston.com/deroot&ktcpartno=KVR533D2N4/1G	Kingston Memory DDR2 1GB PC2-4300, 533MHz, CL4, Non-ECC, 240Pin	Lifetime Warranty	KVR533D2N4/1G	Kingston	7.6	37	120	13.10.04	PCs und Komponenten	Memory/RAM	DDR2- Standard	RAM		sofort	Nein	28.45
12060	NWL LO SFP GVT-0300	LevelOne GVT-0300: SFP Transceiver, 550m	für LevelOne Switches mit SFP Slot	11	0.15	70.65	65.66	http://www.level-one.de/levelone.php?page=prod&cat=7012&model=GVT-0300	LevelOne GVT-0300: Gigabit SFP (miniGBIC) Transceiver, SX/LC-Duplex, Fiber Multimode,	Reichweite bis 550m, für LevelOne Switches mit SFP Slot	570622	LevelOne	7.6	93	24	12.07.04	Netzwerk/Server	LAN	optische Komponenten	Netzwerk, Switch, WLAN	4015867103654	sofort	Nein	77.6
12066	SMA MIC ZA ZM-MIC1	Zalman ZM-MIC1, Mikrofon zu ZM-RS6F	3.5-mm-Klinkenstecker	279	0.03	5.9	5.48	http://www.zalman.co.kr/eng/product/view.asp?idx=113&code=023	Zalman ZM-MIC1, Mikrofon zu Kopfhörer ZM-RS6F, 3.5-mm-Klinkenstecker		ZM-MIC1	Zalman	7.6	10.9	12	15.07.04	Unterhaltungselektronik	Musiker-/DJ-Equipment	Mikrofone	Sound / Midi / Audio		sofort	Nein	8.1
12067	CPU KUE ZA FAN MATE2	Zalman Fan Mate 2, Adapter zu 3-Pin-Lüfter	zur Regelung der Drehzahl	146	0.05	5.4	5.02	http://www.zalman.co.kr/usa/product/view.asp?idx=70&code=017	Zalman Fan Mate 2, Adapter zu Lüfter + Kühler mit 3-Pin Mainboard-Anschluss	zur Regelung der Lüfter-Drehzahl	FAN MATE 2	Zalman	7.6	9.9	12	04.04.07	PCs und Komponenten	CPU	CPU-Kühlung	CPU Kühler		sofort	Nein	7.45
12075	DKO NI FE AF 16 2.8	Nikon AF 16mm f / 2.8D Fisheye		1	0.5	891	828.07	http://www.nikon.ch/de_CH/product/nikkor-lenses/auto-focus-lenses/fx/fixed-focus/16mm-f-2-8d-af-fisheye-nikkor	Nikon Fisheye Objektiv AF 16mm f / 2.8D, 3 Jahre Garantie,	Vollformat-Fisheye mit diagonalem Bildwinkel 180ø	JAA626DA/I	Nikon	7.6	1398	12	21.07.04	Unterhaltungselektronik	Foto/Video	Digitalkameras	Objektive/Blitze/Filter		sofort	Nein	919
12079	DKB NI SB-600	Nikon SB-600, TTL, i-TTL, Leitzahl 30	mit Blitzmesswertspeicher, für Nikon SLR	6	0.68	275.05	255.62	http://www.nikon.ch/product/de_CH/products/broad/114/overview.html	Nikon Blitzgerät SB-600, 3 Jahre Garantie, Leitzahl 30, TTL, i-TTL mit Blitzmesswertspeicher,	nur mit engl. Manual! für Nikon DSLR	SB600/I	Nikon	7.6	428	36	30.07.04	Unterhaltungselektronik	Foto/Video	Digitalkameras	Objektive/Blitze/Filter	4960759024480	sofort	Nein	289
12080	ZTOFL OKI 3000CY	Toner cyan zu OKI C3100	42804515, 3000 Seiten @5% Deckung	3	0.45	155.1	144.14	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=474&prodname=C3100&hex=611774&hex2=C8B2CE&conid=252	OKI Toner 42804515 cyan, zu OKI C3100, 3000 Seiten @5% Deckung		42804515	OKI	7.6	209	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713025719	sofort	Nein	169.15
12081	ZTOFL OKI 3000YE	Toner gelb zu OKI C3100	42804513, 3000 Seiten @5% Deckung	4	0.45	155.1	144.14	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=474&prodname=C3100&hex=611774&hex2=C8B2CE&conid=254	OKI Toner 42804513 gelb, zu OKI C3100, 3000 Seiten @5% Deckung		42804513	OKI	7.6	209	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713025696	sofort	Nein	169.15
12082	ZTOFL OKI 3000MA	Toner magenta zu OKI C3100	42804514, 3000 Seiten @5% Deckung	5	0.37	155.1	144.14	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=474&prodname=C3100&hex=611774&hex2=C8B2CE&conid=253	OKI Toner 42804514 magenta, zu OKI C3100, 3000 Seiten @5% Deckung		42804514	OKI	7.6	209	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713025702	sofort	Nein	169.15
12083	ZTOFL OKI 3000BL	Toner schwarz zu OKI C3100	42804516, 3000 Seiten @5% Deckung	4	0.43	65.85	61.2	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=474&prodname=C3100&hex=611774&hex2=C8B2CE&conid=251	OKI Toner 42804516 schwarz, zu OKI C3100, 3000 Seiten @5% Deckung		42804516	OKI	7.6	90	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713025726	sofort	Nein	72.1
12084	GR KUE ZA ZM80D-HP	Zalman Grafikkartenkühler ZM80D-HP,Heatpipe	ohne Lüfter, 8 RAM-Kühler	12	0.7	36.35	33.78	http://www.zalman.co.kr/usa/product/view.asp?idx=138&code=	Zalman Grafikkartenkühler ZM80D-HP, 2x Heatpipe, 8 RAM-Kühler, ohne Lüfter	Für GeForce FX 5200/5600/5700/5800(mit Lüfter ZM-OP1), Radeon 9200/9600/9700/9800/9800Pro(mit Lüfter ZM-OP1)	ZM80D-HP	Zalman	7.6	52	12	01.10.04	PCs und Komponenten	Overclocking/Modding	Luftkühlung	Grafikkartenkühler		sofort	Nein	43.85
12118	GPSZ GA FAHRRADHALTER 60CS/X	Garmin Fahrrad- / Motorradhalterung	Motorradlenkerhalterung zum GPS 60C/60CS/x	6	0.09	31.25	29.04	http://www.garmin.ch/	Garmin Fahrradlenker- oder Motorradlenkerhalterung, zum GPS 60C/60CS/60CSx		PN6074	GARMIN	7.6	36	12	09.07.04	Heim/Hobby/Freizeit	Auto Zubehör	Halterungen	GPS Zubehör		sofort	Nein	33.45
12124	GEK CHI AF-1238B	Gehäuse Zusatzlüfter Chieftec 12cm	Kugelgelagert, 3Pin Anschluss für Mainboard	10	0.2	16.8	15.61	http://www.chieftec.de/?page=products_big&id=203&k_id=4&language=de	Gehäuse Zusatzlüfter Chieftec 12cm, kugelgelagert, 3Pin Anschluss für Mainboard		AF-1238B	Chieftec	7.6	34	24	15.07.04	PCs und Komponenten	Gehäuse/PC-Netzteile	Gehäuse-/Montagezubehör	Gehäuse Zubehör		sofort	Nein	22.05
12195	ZTOFL MI 1710520-001	Trommeleinheit zu Minolta Magicolor 2300	45000 Seiten @5% Deckung	2	0.91	223.2	207.43		Trommeleinheit Minolta 1710520-001, 45000 Seiten @5% Deckung, zu Magicolor 2300/2350		4577211	Konica Minolta	7.6	279	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4538462003407	sofort	Nein	241.85
12549	BEZ INFOCUS SP-DVI-A	InFocus, analoges Kabel M1 zu VGA/USB-A		2	0.22	65.1	60.5	http://www.infocus.ch	InFocus analoges Kabel M1 zu VGA, 15Pin/USB-A. 2m	Mit dem M1-DA analogem Computerkabel können Sie einen Infocus-Projektor (DVI) an einen serienmässigen 15 Pol VGA-Anschluss anschliessen. Mit dem USB Anschluss kann die Maus über die Fernbedienung bedient werden.	SP-DVI-A	InFocus	7.6	85	12	03.08.04	Unterhaltungselektronik	Projektoren/Beamer	Zubehör	Beamerzubehör		sofort	Nein	71.05
